Date,Open,High,Low,Close,Adj Close,Volume
2019-05-17,30.235001,30.330000,29.250000,29.395000,29.395000,1999000
2019-05-20,29.160000,29.879999,28.775000,29.530001,29.530001,1461000
2019-05-21,29.825001,31.025000,29.825001,30.715000,30.715000,2061800
2019-05-22,30.639999,31.889999,30.639999,31.834999,31.834999,2721400
2019-05-23,31.434999,32.200001,31.344999,31.995001,31.995001,2371200
2019-05-24,32.240002,33.009998,32.200001,32.750000,32.750000,2241800
2019-05-28,32.830002,32.930000,31.740000,31.754999,31.754999,2198800
2019-05-29,31.370001,31.495001,30.410000,30.715000,30.715000,1784000
2019-05-30,30.750000,31.004999,29.969999,30.200001,30.200001,1107400
2019-05-31,29.700001,29.975000,29.480000,29.910000,29.910000,1650400
2019-06-03,30.000000,30.920000,29.905001,30.840000,30.840000,2034800
2019-06-04,31.290001,32.794998,31.270000,32.755001,32.755001,1905800
2019-06-05,33.000000,34.115002,32.750000,32.939999,32.939999,2502200
2019-06-06,33.005001,33.505001,32.855000,33.450001,33.450001,2941600
2019-06-07,33.880001,34.759998,33.509998,34.555000,34.555000,1774000
2019-06-10,34.724998,35.395000,34.180000,34.570000,34.570000,1730000
2019-06-11,34.970001,35.500000,34.189999,34.355000,34.355000,1336600
2019-06-12,34.395000,35.134998,34.209999,34.849998,34.849998,1292800
2019-06-13,35.150002,35.435001,34.939999,35.404999,35.404999,1409400
2019-06-14,35.410000,35.755001,35.055000,35.689999,35.689999,936200
2019-06-17,35.840000,35.845001,34.674999,34.915001,34.915001,1425000
2019-06-18,35.330002,35.744999,34.665001,34.930000,34.930000,1352800
2019-06-19,35.000000,35.224998,33.080002,33.685001,33.685001,1706400
2019-06-20,34.195000,34.805000,34.090000,34.724998,34.724998,1541200
2019-06-21,34.455002,34.650002,33.855000,34.314999,34.314999,1817400
2019-06-24,34.365002,34.365002,33.525002,33.744999,33.744999,1152400
2019-06-25,33.720001,34.380001,33.439999,34.134998,34.134998,1736600
2019-06-26,34.294998,34.490002,33.459999,33.549999,33.549999,1051200
2019-06-27,33.474998,34.880001,33.474998,34.834999,34.834999,1607000
2019-06-28,35.099998,36.115002,35.070000,35.849998,35.849998,2828800
2019-07-01,36.330002,36.980000,34.994999,35.560001,35.560001,1704000
2019-07-02,35.555000,35.555000,34.825001,35.275002,35.275002,756000
2019-07-03,35.525002,36.200001,35.340000,36.145000,36.145000,535000
2019-07-05,35.950001,36.705002,35.599998,36.384998,36.384998,1948600
2019-07-08,36.134998,36.375000,35.445000,35.595001,35.595001,892600
2019-07-09,35.400002,35.634998,34.814999,35.250000,35.250000,1011600
2019-07-10,35.410000,35.615002,34.775002,35.369999,35.369999,924800
2019-07-11,35.474998,35.535000,34.505001,34.665001,34.665001,902200
2019-07-12,34.750000,35.900002,34.630001,35.770000,35.770000,1129600
2019-07-15,35.860001,35.860001,34.889999,35.430000,35.430000,933000
2019-07-16,35.404999,36.185001,35.029999,36.165001,36.165001,825600
2019-07-17,36.110001,36.110001,35.055000,35.435001,35.435001,1131000
2019-07-18,35.424999,35.555000,34.955002,35.410000,35.410000,1061000
2019-07-19,35.480000,35.744999,34.935001,34.935001,34.935001,1286200
2019-07-22,34.900002,35.200001,34.450001,34.509998,34.509998,1047400
2019-07-23,34.875000,35.294998,34.439999,34.980000,34.980000,1170200
2019-07-24,34.775002,35.945000,34.775002,35.639999,35.639999,1211600
2019-07-25,35.680000,36.224998,35.330002,35.355000,35.355000,1458800
2019-07-26,35.490002,35.919998,35.090000,35.459999,35.459999,1374400
2019-07-29,35.340000,35.740002,33.840000,34.009998,34.009998,2419400
2019-07-30,36.689999,41.169998,36.689999,40.514999,40.514999,8745600
2019-07-31,40.880001,42.200001,40.375000,40.875000,40.875000,3682600
2019-08-01,40.654999,40.860001,38.625000,38.884998,38.884998,2771400
2019-08-02,38.560001,40.000000,38.325001,39.880001,39.880001,1474600
2019-08-05,38.945000,39.869999,38.794998,39.840000,39.840000,1716400
2019-08-06,39.735001,40.544998,39.375000,40.494999,40.494999,1319400
2019-08-07,39.869999,40.910000,39.145000,40.814999,40.814999,1538600
2019-08-08,41.000000,41.480000,40.744999,41.384998,41.384998,1188000
2019-08-09,41.384998,41.384998,40.580002,40.805000,40.805000,702200
2019-08-12,40.625000,41.424999,40.259998,40.884998,40.884998,915800
2019-08-13,41.090000,42.630001,40.830002,41.994999,41.994999,1515000
2019-08-14,40.970001,41.320000,40.334999,40.724998,40.724998,1401400
2019-08-15,41.060001,42.080002,40.735001,41.930000,41.930000,1492000
2019-08-16,42.360001,43.134998,42.349998,42.875000,42.875000,1386200
2019-08-19,43.490002,44.180000,40.735001,43.189999,43.189999,1437400
2019-08-20,42.919998,43.209999,42.360001,42.805000,42.805000,855000
2019-08-21,43.345001,43.560001,42.650002,42.834999,42.834999,978000
2019-08-22,43.410000,43.584999,42.619999,42.645000,42.645000,1294200
2019-08-23,42.400002,42.639999,40.840000,41.040001,41.040001,1455800
2019-08-26,41.525002,42.084999,40.525002,41.919998,41.919998,1338600
2019-08-27,42.259998,42.299999,41.250000,41.264999,41.264999,715400
2019-08-28,41.095001,42.189999,40.669998,41.994999,41.994999,662200
2019-08-29,42.630001,43.160000,42.285000,42.900002,42.900002,998200
2019-08-30,43.134998,43.255001,42.740002,42.764999,42.764999,516000
2019-09-03,42.500000,42.500000,41.145000,41.349998,41.349998,871000
2019-09-04,41.919998,42.535000,41.514999,42.520000,42.520000,792800
2019-09-05,43.090000,43.770000,42.459999,43.435001,43.435001,1062000
2019-09-06,43.529999,43.875000,43.090000,43.605000,43.605000,716400
2019-09-09,43.799999,44.715000,43.639999,44.639999,44.639999,1685200
2019-09-10,44.575001,44.575001,43.070000,43.799999,43.799999,1605400
2019-09-11,44.189999,45.060001,43.794998,43.855000,43.855000,1213000
2019-09-12,44.119999,44.799999,42.660000,44.505001,44.505001,1064800
2019-09-13,44.849998,45.369999,44.305000,44.435001,44.435001,997400
2019-09-16,44.075001,44.720001,43.834999,44.075001,44.075001,851600
2019-09-17,43.794998,44.415001,43.560001,43.805000,43.805000,922800
2019-09-18,43.790001,44.320000,43.130001,43.459999,43.459999,664200
2019-09-19,43.395000,43.639999,42.935001,43.424999,43.424999,1031800
2019-09-20,43.500000,43.875000,43.154999,43.665001,43.665001,1730400
2019-09-23,43.395000,44.689999,43.395000,44.130001,44.130001,977600
2019-09-24,44.279999,45.090000,44.279999,44.514999,44.514999,1084200
2019-09-25,44.474998,44.715000,43.529999,44.270000,44.270000,1100600
2019-09-26,44.119999,44.994999,44.000000,44.430000,44.430000,828400
2019-09-27,44.630001,45.064999,44.424999,44.959999,44.959999,1061400
2019-09-30,45.000000,45.790001,44.520000,45.465000,45.465000,2036000
2019-10-01,45.849998,46.669998,43.480000,43.549999,43.549999,1218400
2019-10-02,42.985001,43.500000,42.544998,43.259998,43.259998,957600
2019-10-03,43.275002,44.209999,42.595001,44.169998,44.169998,562200
2019-10-04,44.154999,44.654999,43.849998,44.615002,44.615002,757600
2019-10-07,44.419998,44.750000,44.020000,44.305000,44.305000,507000
2019-10-08,43.779999,44.775002,43.570000,44.049999,44.049999,676200
2019-10-09,44.500000,44.685001,43.985001,44.195000,44.195000,724000
2019-10-10,44.264999,44.895000,43.770000,44.275002,44.275002,794800
2019-10-11,45.014999,45.950001,45.014999,45.250000,45.250000,742000
2019-10-14,45.174999,45.520000,44.900002,45.115002,45.115002,555200
2019-10-15,45.285000,45.735001,45.200001,45.654999,45.654999,585200
2019-10-16,45.325001,45.650002,44.095001,44.205002,44.205002,1112200
2019-10-17,44.615002,45.599998,44.535000,45.240002,45.240002,1247400
2019-10-18,44.970001,45.599998,44.645000,45.424999,45.424999,862000
2019-10-21,45.755001,46.595001,45.695000,46.110001,46.110001,1295600
2019-10-22,46.275002,46.814999,45.125000,45.154999,45.154999,1013000
2019-10-23,45.174999,45.480000,44.535000,45.134998,45.134998,751800
2019-10-24,45.224998,46.404999,45.095001,46.014999,46.014999,881200
2019-10-25,45.674999,46.224998,45.000000,45.064999,45.064999,946000
2019-10-28,45.220001,46.395000,44.985001,45.945000,45.945000,1509200
2019-10-29,43.244999,43.605000,41.000000,42.070000,42.070000,4371000
2019-10-30,42.064999,42.494999,41.009998,42.099998,42.099998,2208200
2019-10-31,42.000000,44.020000,41.389999,43.945000,43.945000,1822000
2019-11-01,44.435001,45.005001,43.669998,44.744999,44.744999,1116200
2019-11-04,45.230000,45.810001,44.215000,44.459999,44.459999,839000
2019-11-05,44.619999,44.619999,43.505001,43.875000,43.875000,933600
2019-11-06,43.715000,44.770000,43.189999,44.580002,44.580002,706200
2019-11-07,44.875000,44.994999,43.805000,43.955002,43.955002,1048000
2019-11-08,43.900002,44.275002,43.650002,43.985001,43.985001,647400
2019-11-11,43.709999,44.305000,43.244999,43.575001,43.575001,1037200
2019-11-12,43.645000,43.834999,42.900002,43.750000,43.750000,854800
2019-11-13,43.535000,44.855000,43.535000,44.709999,44.709999,1239400
2019-11-14,44.709999,45.099998,44.040001,44.535000,44.535000,1197200
2019-11-15,44.775002,45.005001,43.330002,43.384998,43.384998,1057800
2019-11-18,43.160000,43.505001,42.724998,43.430000,43.430000,867600
2019-11-19,43.810001,43.895000,42.880001,42.915001,42.915001,698600
2019-11-20,42.709999,43.939999,42.709999,43.395000,43.395000,735400
2019-11-21,43.389999,43.544998,41.410000,41.674999,41.674999,1242400
2019-11-22,41.884998,42.814999,41.419998,42.480000,42.480000,832800
2019-11-25,42.505001,43.500000,42.505001,43.130001,43.130001,713000
2019-11-26,43.134998,43.895000,43.080002,43.724998,43.724998,917400
2019-11-27,44.000000,44.150002,43.555000,43.794998,43.794998,535200
2019-11-29,43.544998,43.770000,42.855000,43.029999,43.029999,330600
2019-12-02,43.064999,43.064999,42.290001,42.474998,42.474998,748000
2019-12-03,42.000000,42.494999,41.730000,42.389999,42.389999,779000
2019-12-04,42.485001,43.000000,42.485001,42.744999,42.744999,773200
2019-12-05,42.730000,43.000000,42.634998,42.869999,42.869999,907400
2019-12-06,43.314999,44.224998,43.095001,43.395000,43.395000,816000
2019-12-09,43.084999,43.270000,42.139999,42.740002,42.740002,637800
2019-12-10,42.685001,42.945000,42.340000,42.799999,42.799999,587600
2019-12-11,42.730000,43.514999,42.575001,43.450001,43.450001,483800
2019-12-12,43.355000,44.490002,43.110001,44.310001,44.310001,1095400
2019-12-13,44.279999,45.060001,43.715000,43.945000,43.945000,945000
2019-12-16,44.424999,44.770000,43.549999,43.599998,43.599998,782600
2019-12-17,43.474998,44.224998,43.099998,44.060001,44.060001,1080200
2019-12-18,44.365002,44.424999,43.610001,43.790001,43.790001,762800
2019-12-19,43.665001,44.235001,43.205002,44.099998,44.099998,666400
2019-12-20,44.275002,44.564999,43.799999,43.915001,43.915001,1709600
2019-12-23,44.259998,44.924999,43.950001,44.509998,44.509998,918400
2019-12-24,44.630001,44.825001,44.305000,44.685001,44.685001,233800
2019-12-26,44.685001,45.755001,44.459999,45.700001,45.700001,593800
2019-12-27,45.849998,45.965000,45.099998,45.209999,45.209999,478600
2019-12-30,45.119999,45.365002,44.575001,44.904999,44.904999,718200
2019-12-31,44.810001,45.549999,44.810001,44.939999,44.939999,683600
2020-01-02,45.200001,45.505001,43.700001,45.180000,45.180000,988200
2020-01-03,44.520000,44.665001,43.935001,44.349998,44.349998,834200
2020-01-06,44.070000,45.435001,43.654999,45.415001,45.415001,666400
2020-01-07,45.275002,46.240002,45.154999,45.375000,45.375000,607400
2020-01-08,45.555000,47.790001,45.435001,47.195000,47.195000,1387400
2020-01-09,47.500000,48.500000,47.500000,48.459999,48.459999,1016000
2020-01-10,48.459999,48.785000,47.935001,48.485001,48.485001,815800
2020-01-13,48.705002,49.820000,48.500000,48.715000,48.715000,1184600
2020-01-14,48.759998,49.150002,47.505001,47.935001,47.935001,936400
2020-01-15,48.000000,49.525002,47.884998,49.474998,49.474998,1010000
2020-01-16,49.834999,49.955002,48.875000,49.805000,49.805000,670000
2020-01-17,50.174999,50.244999,48.814999,48.939999,48.939999,809200
2020-01-21,48.930000,49.639999,48.500000,49.480000,49.480000,638400
2020-01-22,49.419998,50.535000,49.419998,49.820000,49.820000,905000
2020-01-23,49.520000,49.849998,48.825001,49.380001,49.380001,860800
2020-01-24,49.430000,49.544998,48.209999,48.705002,48.705002,1052800
2020-01-27,47.689999,49.090000,47.525002,48.860001,48.860001,919600
2020-01-28,49.154999,49.980000,48.590000,49.820000,49.820000,965200
2020-01-29,49.965000,50.615002,49.310001,49.560001,49.560001,670400
2020-01-30,49.174999,49.735001,48.599998,49.275002,49.275002,647600
2020-01-31,49.150002,49.580002,48.834999,49.119999,49.119999,886200
2020-02-03,49.340000,49.630001,48.435001,49.244999,49.244999,632200
2020-02-04,50.005001,50.860001,49.889999,50.404999,50.404999,903000
2020-02-05,51.000000,51.320000,50.119999,50.490002,50.490002,714600
2020-02-06,50.810001,51.410000,50.455002,50.994999,50.994999,703800
2020-02-07,50.770000,50.790001,49.974998,50.165001,50.165001,867600
2020-02-10,49.939999,50.445000,49.814999,50.240002,50.240002,1074400
2020-02-11,50.705002,51.055000,50.224998,50.735001,50.735001,577200
2020-02-12,51.000000,51.160000,50.215000,50.424999,50.424999,555400
2020-02-13,50.119999,51.439999,50.035000,50.695000,50.695000,1065000
2020-02-14,50.845001,51.349998,50.529999,50.939999,50.939999,845800
2020-02-18,50.799999,51.320000,50.529999,50.945000,50.945000,856200
2020-02-19,51.009998,51.169998,50.735001,50.830002,50.830002,1107400
2020-02-20,50.505001,53.785000,50.505001,53.415001,53.415001,1490200
2020-02-21,53.400002,54.500000,52.965000,53.145000,53.145000,1660800
2020-02-24,51.305000,52.529999,51.220001,51.349998,51.349998,2156000
2020-02-25,51.790001,54.560001,49.070000,51.849998,51.849998,3184000
2020-02-26,52.110001,52.435001,48.875000,49.235001,49.235001,2145000
2020-02-27,47.919998,51.735001,47.919998,49.310001,49.310001,1601200
2020-02-28,47.590000,48.880001,46.360001,47.825001,47.825001,2952400
2020-03-02,48.505001,51.855000,47.724998,51.790001,51.790001,1508600
2020-03-03,51.910000,53.744999,50.540001,50.900002,50.900002,1877800
2020-03-04,51.895000,54.855000,51.785000,54.700001,54.700001,1410600
2020-03-05,53.305000,55.924999,53.290001,54.139999,54.139999,1402600
2020-03-06,52.294998,52.865002,49.875000,51.540001,51.540001,2020400
2020-03-09,47.035000,49.279999,46.025002,46.305000,46.305000,1909000
2020-03-10,47.610001,48.084999,44.125000,46.500000,46.500000,1887000
2020-03-11,45.340000,45.759998,43.215000,43.610001,43.610001,2136000
2020-03-12,40.400002,40.990002,38.189999,39.650002,39.650002,3382600
2020-03-13,41.919998,42.040001,37.715000,40.084999,40.084999,2150600
2020-03-16,34.500000,37.014999,31.500000,31.980000,31.980000,2848200
2020-03-17,32.529999,35.200001,29.980000,35.134998,35.134998,2855600
2020-03-18,31.254999,33.224998,30.250000,31.530001,31.530001,1843000
2020-03-19,31.055000,35.330002,28.110001,34.674999,34.674999,2417200
2020-03-20,35.105000,36.900002,33.250000,34.134998,34.134998,2521000
2020-03-23,33.959999,35.384998,32.455002,33.490002,33.490002,1513600
2020-03-24,35.020000,40.505001,35.020000,40.415001,40.415001,2355600
2020-03-25,40.279999,42.189999,38.205002,40.735001,40.735001,1730600
2020-03-26,41.490002,44.779999,40.735001,44.500000,44.500000,1815600
2020-03-27,41.730000,43.660000,40.035000,41.430000,41.430000,1998800
2020-03-30,41.849998,45.285000,41.570000,42.584999,42.584999,1451600
2020-03-31,41.869999,43.514999,39.535000,40.070000,40.070000,2059400
2020-04-01,37.904999,38.910000,34.689999,35.834999,35.834999,2788200
2020-04-02,35.840000,38.195000,34.595001,37.924999,37.924999,1289200
2020-04-03,37.500000,37.959999,33.209999,33.834999,33.834999,2373600
2020-04-06,35.849998,37.794998,35.130001,36.779999,36.779999,2023800
2020-04-07,39.000000,39.384998,36.549999,36.814999,36.814999,2162600
2020-04-08,37.455002,42.930000,37.035000,42.375000,42.375000,3271200
2020-04-09,43.064999,46.099998,41.715000,42.884998,42.884998,2960800
2020-04-13,42.355000,42.705002,39.084999,39.715000,39.715000,2689600
2020-04-14,40.884998,41.685001,40.119999,40.459999,40.459999,1568000
2020-04-15,38.805000,39.250000,37.974998,38.450001,38.450001,1784600
2020-04-16,38.639999,40.125000,38.290001,39.785000,39.785000,2020000
2020-04-17,41.514999,42.820000,41.125000,41.820000,41.820000,1254000
2020-04-20,40.419998,43.185001,40.255001,42.875000,42.875000,1539400
2020-04-21,41.049999,42.099998,39.730000,40.360001,40.360001,2687800
2020-04-22,40.775002,42.994999,40.645000,42.639999,42.639999,1133600
2020-04-23,42.575001,43.560001,42.020000,42.169998,42.169998,1154200
2020-04-24,40.240002,43.224998,40.009998,42.895000,42.895000,2187600
2020-04-27,43.599998,46.430000,43.584999,45.895000,45.895000,2205800
2020-04-28,47.299999,49.455002,46.759998,48.330002,48.330002,2557400
2020-04-29,50.790001,52.040001,49.275002,49.900002,49.900002,2434200
2020-04-30,48.650002,49.755001,47.599998,47.610001,47.610001,1783600
2020-05-01,46.860001,47.915001,45.299999,45.945000,45.945000,3050000
2020-05-04,45.180000,50.349998,45.180000,49.955002,49.955002,4789200
2020-05-05,53.340000,57.240002,53.025002,54.605000,54.605000,4031200
2020-05-06,54.715000,56.845001,53.145000,55.974998,55.974998,2117200
2020-05-07,56.889999,57.189999,55.105000,55.165001,55.165001,1719600
2020-05-08,56.439999,57.849998,55.770000,57.544998,57.544998,1776600
2020-05-11,56.500000,59.189999,56.169998,58.709999,58.709999,1976800
2020-05-12,58.910000,59.360001,56.639999,56.700001,56.700001,1786000
2020-05-13,56.500000,58.580002,55.865002,56.959999,56.959999,1879200
2020-05-14,55.645000,56.435001,54.264999,56.134998,56.134998,1409000
2020-05-15,55.985001,58.200001,55.334999,57.474998,57.474998,1041800
2020-05-18,59.744999,61.805000,59.520000,61.380001,61.380001,1516800
2020-05-19,61.099998,62.250000,59.575001,59.590000,59.590000,1216800
2020-05-20,61.400002,62.200001,60.610001,61.049999,61.049999,2033400
2020-05-21,61.049999,62.980000,60.820000,62.404999,62.404999,1510800
2020-05-22,62.799999,63.935001,62.314999,63.855000,63.855000,1503400
2020-05-26,65.910004,66.419998,63.474998,64.000000,64.000000,2236000
2020-05-27,64.775002,65.014999,61.834999,62.855000,62.855000,1720400
2020-05-28,63.880001,63.880001,59.580002,59.880001,59.880001,2260800
2020-05-29,59.619999,61.055000,59.314999,60.060001,60.060001,1880200
2020-06-01,60.410000,61.160000,59.865002,59.950001,59.950001,1518600
2020-06-02,60.415001,61.415001,59.320000,60.009998,60.009998,1355600
2020-06-03,60.605000,61.000000,58.325001,58.415001,58.415001,1672200
2020-06-04,57.634998,58.790001,56.529999,57.174999,57.174999,2513800
2020-06-05,58.674999,63.025002,58.404999,62.474998,62.474998,2570000
2020-06-08,62.500000,63.514999,59.720001,60.230000,60.230000,1709600
2020-06-09,59.750000,61.189999,58.555000,59.549999,59.549999,1317800
2020-06-10,59.490002,61.860001,58.514999,61.224998,61.224998,1914200
2020-06-11,58.845001,58.965000,56.825001,56.915001,56.915001,1877600
2020-06-12,59.360001,59.360001,54.525002,56.334999,56.334999,2164800
2020-06-15,55.000000,58.849998,54.099998,58.709999,58.709999,1767000
2020-06-16,60.715000,60.750000,57.770000,60.415001,60.415001,1238400
2020-06-17,61.040001,62.099998,60.009998,60.215000,60.215000,1073000
2020-06-18,60.450001,60.939999,59.570000,59.980000,59.980000,1016800
2020-06-19,60.680000,60.970001,58.630001,59.575001,59.575001,1902200
2020-06-22,59.270000,61.740002,58.750000,61.695000,61.695000,1342800
2020-06-23,62.750000,62.990002,61.185001,62.125000,62.125000,1396400
2020-06-24,61.224998,62.134998,60.160000,61.345001,61.345001,1712600
2020-06-25,60.860001,61.514999,58.904999,61.474998,61.474998,2249000
2020-06-26,61.169998,64.410004,60.654999,63.525002,63.525002,13929200
2020-06-29,63.924999,64.875000,63.224998,64.014999,64.014999,1644600
2020-06-30,64.500000,66.080002,64.495003,65.035004,65.035004,1968800
2020-07-01,65.180000,65.254997,62.369999,62.415001,62.415001,1855600
2020-07-02,63.900002,65.279999,63.220001,63.439999,63.439999,1283200
2020-07-06,64.699997,64.760002,62.935001,63.375000,63.375000,1611800
2020-07-07,63.880001,64.800003,63.105000,63.160000,63.160000,1661200
2020-07-08,63.555000,64.730003,63.375000,64.139999,64.139999,1867200
2020-07-09,64.449997,67.660004,63.145000,64.639999,64.639999,4358800
2020-07-10,65.000000,65.334999,60.915001,62.125000,62.125000,3106200
2020-07-13,62.595001,63.845001,61.305000,61.369999,61.369999,1533000
2020-07-14,61.470001,64.330002,61.314999,64.260002,64.260002,1501600
2020-07-15,65.385002,66.269997,64.504997,66.044998,66.044998,1784000
2020-07-16,65.845001,67.099998,65.760002,66.294998,66.294998,1051000
2020-07-17,66.639999,67.269997,66.214996,67.014999,67.014999,759400
2020-07-20,67.449997,69.169998,67.269997,68.135002,68.135002,1519800
2020-07-21,68.000000,68.004997,66.165001,66.625000,66.625000,1108000
2020-07-22,66.675003,68.584999,66.675003,67.889999,67.889999,752800
2020-07-23,67.864998,69.360001,66.105003,66.809998,66.809998,874000
2020-07-24,66.445000,67.425003,65.290001,66.709999,66.709999,756000
2020-07-27,67.199997,69.989998,66.930000,69.500000,69.500000,897600
2020-07-28,69.014999,69.014999,67.269997,67.425003,67.425003,1109000
2020-07-29,68.019997,70.029999,68.019997,69.815002,69.815002,710400
2020-07-30,69.004997,70.050003,68.279999,69.930000,69.930000,966600
2020-07-31,70.220001,70.544998,68.294998,69.665001,69.665001,855200
2020-08-03,70.675003,72.480003,70.190002,72.250000,72.250000,1467000
2020-08-04,71.080002,71.519997,65.330002,69.459999,69.459999,4424400
2020-08-05,69.449997,70.195000,67.779999,69.160004,69.160004,1452600
2020-08-06,69.000000,69.790001,68.360001,69.305000,69.305000,1158200
2020-08-07,68.949997,70.300003,68.565002,69.519997,69.519997,677000
2020-08-10,69.500000,69.605003,67.845001,68.540001,68.540001,969000
2020-08-11,68.910004,69.489998,67.724998,67.779999,67.779999,884000
2020-08-12,68.279999,69.845001,67.889999,69.730003,69.730003,684200
2020-08-13,69.644997,72.389999,69.644997,71.610001,71.610001,959400
2020-08-14,71.349998,71.669998,70.785004,70.980003,70.980003,787400
2020-08-17,71.820000,73.750000,71.595001,72.220001,72.220001,853000
